Show,AirDate,Round,Category,Value,qLength,qHardWords,qDaleChall,aLength,hasMedia,mediaLink,Question,Answer
5885,3/26/2010,1,I'M GETTING TOO OLD FOR THIS STUFF,2000,19,5,8.92,2,0,,Nestor says wistfully that his days of wrestling & spear-throwing are behind him in book 23 of this work,the Iliad
4878,11/23/2005,1,CONTEMPORARY ART MUSEUMS,1200,23,6,9.79,3,1,"http://www.j-archive.com/media/2005-11-23_DJ_28.jpg, http://www.j-archive.com/media/2005-11-23_DJ_28a.jpg","This museum's ducts are color coded, blue for air, green for fluids, yellow for electrical, & red for movement",Le Centre Pompidou
5817,12/22/2009,0,FOR PETE'S SAKE,800,19,4,7.43,1,0,,In 1626 this Colonial gov. spent the best 60 Dutch guilders of his life when he bought Manhattan Island,Minuit
5076,10/9/2006,0,STUPID ANSWERS,600,8,1,6.01,3,0,,This is a day to honor all saints,All Saints' Day
4652,11/23/2004,0,MY NAME IS ALEX,800,11,4,9.92,2,0,,This scientist was knighted in 1944 for his discovery of penicillin,(Alexander) Fleming
6282,1/3/2012,1,CITY SEALS,800,17,7,11.34,1,0,,"St, Anthony Falls & a suspension bridge across the Mississippi River are on this Minnesota city's seal",Minneapolis
5212,4/17/2007,1,MARQUEE LADIES,400,9,3,9.95,2,0,,2001 & 2004: Renee Zellweger as this title character,Bridget Jones
5229,5/10/2007,0,COLLEGE MOVIES,200,15,4,8.22,3,0,,Matt Damon plays a janitor at M.I.T. who's really a math genius in this film,Good Will Hunting
5754,9/24/2009,0,MOVIE MISSING LINKS,400,6,1,7.04,1,0,,Lilies of the ___ of Dreams,Field
5200,3/30/2007,0,LITERARY OBITS,1000,22,6,8.87,2,0,,Recently of Pendleton Prison Farm.  Passed in his sleep (with the aid of a pillow on his face).  In Oregon,(Randall) McMurphy
5239,5/24/2007,0,"TOUGH TIMES, KID",200,21,8,10.45,2,0,,"Home-schooling him for discipline problems paid off; he later moved to Menlo Park, N.J. & was very inventive in his lab",Thomas Edison
5805,12/4/2009,0,AMERICANA,200,15,6,10.7,1,0,,"In 1885 America got its first skyscraper, the Home Insurance Building, in this ""Windy City""",Chicago
5605,1/9/2009,0,COURTROOM DRAMAS,1000,20,4,7.43,2,0,,"In ""...And Justice for All"", this star says, ""You're out of order!  The whole trial is out of order!""",Al Pacino
4497,3/9/2004,0,DRAGONS,600,15,7,11.75,1,0,,"In this 2001 animated feature, an ogre rescues the princess Fiona from a firebreathing dragon",Shrek
4235,1/17/2003,1,SHADES OF BLUE,400,2,1,11.63,2,0,,An infant,baby blue
4966,3/27/2006,1,FAKE ROCK BANDS & SINGERS,1200,17,5,9.36,3,0,,Alice Bowie was the punkish band put together by Cheech & Chong in this dopey 1978 epic,Up in Smoke
6276,12/26/2011,0,FOREIGN WORDS & PHRASES,1000,19,7,10.98,1,0,,"This Greek word is also used in English & means a cleansing of the emotions, especially pity & fear",catharsis
4505,3/19/2004,1,CORPORATE SYMBOLS,400,13,2,7.05,2,0,,This legume wears a top hat & monocle & leans on a cane,Mr. Peanut
5967,7/20/2010,1,PRO NOUNS,2000,13,1,5.5,3,0,,"In pro hockey, it's 64 feet from the goal line to this line",the blue line
5303,10/3/2007,1,THE H WITH U,1600,16,5,9.36,2,0,,The 1598 Edict of Nantes gave this group freedom of worship in many parts of France,the Huguenots
4881,11/28/2005,0,A PROVERBIAL MESS,1000,4,2,11.73,4,0,,Never better than late,Better late than never
4841,10/3/2005,0,MONUMENTS,1000,19,5,9.12,2,1,http://www.j-archive.com/media/2005-10-03_J_13.jpg,"Auckland's One Tree Hill is the former site of a ""pa"", or fortified village, of these people",the Maori
5884,3/25/2010,0,MY NAME IS GEORGE,600,11,3,8.49,2,0,,"In 1919 this composer wrote his first successful popular song, ""Swanee""",George Gershwin
4578,6/30/2004,0,"""YELLOW"" FEVER",600,10,4,11.93,2,1,http://www.j-archive.com/media/2004-06-30_J_28.jpg,Ground-nesting member of the Vespidae family seen here,a yellowjacket
6140,4/29/2011,0,"THE DAN, PATRICK SHOW",400,34,10,10.52,2,1,http://www.j-archive.com/media/2011-04-29_J_12.jpg,(Dan Patrick reads the clue from his studio)  He coached the Lakers to 4 NBA titles in the '80s; now he catches some heat as Miami's president & part-time  owner,Pat Riley
5539,10/9/2008,1,"LET'S HAVE SOME ""PH""UN!",1600,12,2,6.86,2,0,,It's the more common term for one who works as an apothecary,a pharmacist
5593,12/24/2008,0,TECH-KNOW-LEDGY,600,16,7,11.34,1,0,,In 2008 lampposts in London were padded to prevent injuries due to this activity by pedestrians,texting
4843,10/5/2005,1,HEALTH CARE,2000,16,5,9.36,1,0,,"Per USA Today, from 1985-2000 these doctors with a 2-part specialty paid the most malpractice claims",obstetrician-gynecologist
4996,5/8/2006,1,A WORLD OF FACTS,400,12,5,10.81,1,0,,"In 1805 in Milan's cathedral, this non-Italian was crowned King of Italy",Napoleon
5168,2/14/2007,1,"""QUE"" TIPS",800,11,3,8.87,1,0,,It's the film of mucus & bacteria on a tooth's surface,plaque
5128,12/20/2006,1,THE CONGRESSIONAL FAMILY NAME,800,15,7,11.38,1,0,,"Connecticut's Sen. Prescott was Texas's Rep. George's dad; other family folk have government gigs, too",Bush
5349,12/6/2007,0,BUSH'S NICKNAMES,1000,10,4,10.45,2,0,,"This Secretary of Education is also known as ""La Margarita""",Margaret Spellings
4123,7/3/2002,0,THE 4th,1000,15,5,9.97,1,0,,"The 4th most populous country in the world, it follows China, India & the U.S.",Indonesia
4576,6/28/2004,0,HAIR TODAY,200,17,2,6.34,1,0,,"This palindromic word can mean to cut short, or a short, blunt cut, with or without bangs",bob
4284,3/27/2003,1,SPORTS NICKNAMES,800,10,5,12.03,1,0,,"Amsterdam-born soccer star Johan Cruyff inevitably became ""The Flying"" this","""Dutchman"""
5373,1/9/2008,0,WORDS IN HARRY POTTER TITLES,200,17,7,10.98,2,0,,"A non-reigning male member of a royal family who may prefer to drive a ""little red corvette""",a prince
4139,9/5/2002,1,THE AMERICAN REVOLUTION,2000,17,8,11.91,1,0,,Ebenezer Denny wrote a famous description of the British surrender in October 1781 at this battle site,Yorktown
4395,10/17/2003,1,ALL THAT JAZZ,800,20,8,10.94,5,0,,"The title of the 1993 Grammy Award-winning CD ""Miles and Quincy Live at Montreux"" referred to these 2 jazz legends",Miles Davis & Quincy Jones
6105,3/11/2011,0,"THE KING & ""I""",1000,19,9,12.06,4,0,,The King's debut album included a rockin' version of this Ray Charles classic about a gal way across town,I Got A Woman
5039,7/6/2006,1,WHO WANTS TO BE A MOLIERE?,400,18,5,9.12,1,0,,"Moliere didn't play favorites; he wrote satirical plays called ""The School for Husbands"" & ""The School for"" these",wives
6088,2/16/2011,1,"LEGAL ""E""s",800,18,7,10.67,1,0,,One definition of this is entering a private place with the intent of listening secretly to private conversations,eavesdropping
5340,11/23/2007,0,THE NEW TESTAMENT,400,20,3,7.07,1,0,,"In Luke, this angel told Zacharias that his wife Elisabeth would bear a son & ""Thou shalt call him John""",Gabriel
5485,6/13/2008,1,BUGS,2000,16,5,9.36,1,0,,"A gnat's compound eye has multiple lenses called these, like the surfaces of a cut gem",facets
5414,3/6/2008,1,MOVIES BY CHARACTERS,800,9,3,9.35,2,0,,"1974: Bart, Lili von Shtupp, Gov. William J. LePetomane",Blazing Saddles
4344,6/19/2003,1,SPINGARN MEDAL WINNERS,1200,15,7,11.75,3,0,,"At its charter conference in 1945, Mary McLeod Bethune was a consultant for interracial affairs",the United Nations
4411,11/10/2003,1,AVERAGE,400,11,1,5.62,2,0,,From 1980 to 1998 this rose worldwide from 61 to 67,life expectancy
5213,4/18/2007,1,LET'S GO SHOPPING,2000,17,7,10.98,1,0,,Tremont Street in this city's shopping district is where William Lloyd Garrison gave his first antislavery speech,Boston
4811,7/4/2005,0,LITERARY QUOTES,600,22,2,6.16,2,0,,"(1870s) ""In a flash she remembered the man who had been run down by the train the day she first met Vronsky""",Anna Karenina
5080,10/13/2006,0,"ASK ""Y""",600,8,4,11.93,1,0,,This American university celebrated its tercentennial in 2001,Yale
5546,10/20/2008,0,COUNTRIES BY NEWSPAPERS,600,6,4,14.46,1,0,,"The Wiener Zeitung, The Osterreich Journal",Austria
4180,11/1/2002,0,THE 1960s,200,20,6,9.37,1,0,,"In 1962 this country swapped 1,113 prisoners it captured in the Bay of Pigs invasion for 53 million in aid",Cuba
6181,6/27/2011,0,BAND DEBUTS BY DECADE,600,1,0,0.05,2,0,,Wings,the '70s
4510,3/26/2004,0,TUNE IN TUNISIA,600,16,7,11.34,1,0,,Tunisia's Cape Bon is only about 90 miles from the southwest coast of this Italian island,Sicily
5510,7/18/2008,1,STAR WARS,400,17,7,10.98,2,0,,"Martin Sheen weighed in on his son Charlie's divorce from this actress by calling for a ""cease-fire""",Denise Richards
4665,12/10/2004,0,STAY ON THE GRASS,600,13,3,7.93,1,0,,"In Wimbledon you'll find the ""All England Lawn Tennis and"" this game ""Club""",croquet
6005,10/22/2010,1,THIRD PRIZE,800,17,3,6.84,2,0,,He is No. 3 in all-time MLB home runs with 714; he hit one every 11.8 at-bats,Babe Ruth
5722,6/23/2009,1,VOCABULARY,1600,22,8,10.47,1,0,,"It used to refer to the cargo on a ship; now before ""with"", it's an adjective meaning filled with, as in danger",fraught
4495,3/5/2004,0,WHERE AM I?,1000,19,6,9.79,1,0,,"(Sofia)  I'm on Squaw Peak in eastern California, looking down at this lake with a Native American name",Tahoe
6266,12/12/2011,0,"GET A ""CLU""",600,2,0,0.1,2,0,,Hen call,a cluck
4634,10/28/2004,0,COACH,400,23,3,6.5,2,1,http://www.j-archive.com/media/2004-10-28_J_27.jpg,"(I'm Paul Pierce.)  This coach said, ""The Boston Celtics are not a basketball team, they are a way of life""",(Red) Auerbach
5787,11/10/2009,1,BALL GAMES,2000,10,4,10.45,1,0,,"The phrase ""a sticky wicket"" comes from this British sport",cricket
5368,1/2/2008,0,EYE ON AFRICA,1000,14,6,11.1,1,0,,The Drakensberg Mountains form part of South Africa's border with this small landlocked country,Lesotho
5742,7/21/2009,1,DIRECT TO FILM,400,15,6,10.7,2,0,,"This director used insights from growing up in little Italy for his film ""Mean Streets""",(Martin) Scorsese
6254,11/24/2011,1,HOW I MET YOUR MOTHER,400,27,6,8.48,4,0,,"Kids, I was in theology school in 1952 when I asked Mary Powell to set me up with a friend, who turned out to be Coretta Scott",Martin Luther King Jr.
4685,1/7/2005,0,III,600,10,3,8.87,4,0,,This rich guy was the first president of Lincoln Center,John D. Rockefeller III
4982,4/18/2006,1,ANOTHER ATTEMPT AT ALLITERATION,800,6,6,19.72,2,0,,"Tool-Timer, movie-maker, aviation aficionado, Texas titan",Howard Hughes
5758,9/30/2009,0,THE CON IS ON,200,18,7,10.98,2,0,,"After prison, check forger Frank Abagnale worked for the government & was played on film by this actor",(Leonardo) DiCaprio
5740,7/17/2009,0,STORY TIME,200,15,4,9.14,1,1,http://www.j-archive.com/media/2009-07-17_J_11.jpg,Name of the Mother Goose thief represented here--what a son of a piper,Tom
4559,6/3/2004,1,THE OLD WEST,400,20,6,9.37,2,0,,"This judge, the ""Law West of the Pecos"", reportedly once fined a dead man 40 for carrying a concealed weapon",Roy Bean
4686,1/10/2005,0,PRESIDENTIAL LIBRARIES,200,23,5,8.21,1,0,,"The Library of the first President Bush, in Texas, has a film of his first steps, in this state where the family vacations",Maine
6055,12/31/2010,1,"WATCH ""ING"" THE MOVIES",2000,48,12,8.9,2,1,http://www.j-archive.com/media/2010-12-31_DJ_10.jpg,"(Jimmy of the Clue Crew reads the clue in Bethel, New York.) This 2009 movie is the true story of Elliot Tiber who helped launch a legendary rock concert, but he was only trying to get business for his family's hotel here in Bethel, New York",Taking Woodstock
5298,9/26/2007,1,"WHAT THE ""H""?",800,14,5,10.81,1,1,http://www.j-archive.com/media/2007-09-26_DJ_08.jpg,It's the island republic of almost 9 million highlighted here in red,Haiti
6089,2/17/2011,1,WORDS & PHRASES,800,11,2,7.05,1,0,,"It pairs with ""odds"" in a 3-word term for miscellaneous items",ends
5900,4/16/2010,1,COMPLETE THE AD SLOGAN,1200,6,2,10.2,1,0,,"Rolaids: ""How do you ____ relief?""",spell
5990,10/1/2010,1,ART STYLES,1200,13,5,10.35,1,0,,This double talk art style arose in part from the despair following WWI,Dada
4531,4/26/2004,0,"ME ""FIRST""!",200,15,8,12.8,3,0,,"It forbids Congress from interfering with a citizen's freedom of religion, speech, assembly or petition",the First Amendment
4361,7/14/2003,1,BOATING,400,10,2,7.29,2,0,,It's the law: one of these for each person aboard,life vest/preserver
4800,6/17/2005,0,CAVES,200,17,7,10.98,1,0,,"One of the seven wonders of Barbados, Harrison's Cave is rich in formations of these hanging objects",stalactites
5062,9/19/2006,0,A SEPTEMBER TO REMEMBER,200,8,4,11.73,2,0,,It's the U.S. federal holiday celebrated in September,Labor Day
4796,6/13/2005,0,A BAD MOTHER,400,18,4,7.59,8,0,,"She fed her children ""some broth without... bread"" then ""whipped them all soundly and put them to bed""",the old woman who lived in a shoe
5656,3/23/2009,1,BED,2000,19,3,7.27,3,1,http://www.j-archive.com/media/2009-03-23_DJ_21.jpg,"As a verb, this name of the long cylindrical pillow seen on the bed means ""to support""",a bolster pillow
5568,11/19/2008,1,MADE,400,17,8,12.8,1,0,,Annin & co. makes these in materials like solar-max nylon & cotton/polyester; Betsy Ross would be amazed,flags
4834,9/22/2005,0,ON OLD MAPS,1000,18,6,9.79,2,0,,The area once known as United Provinces is now this Indian state that also has the initials U.P.,Uttar Pradesh
6011,11/1/2010,1,FRONTWORDS & BACKWORDS,2000,17,5,9.12,1,0,,"Your colorless dress may earn this adjective, I fear; not so for this minstrel or other balladeer",drab/bard
4608,9/22/2004,0,FISHING FOR VOCABULARY,800,16,6,10.35,1,0,,"Hey, good buddy, it's ground-up bits of bait discarded into the water to attract game fish",chum
5310,10/12/2007,1,BODY BASICS,400,14,3,7.71,2,0,,This colored part of the eye shares its name with a type of flower,the iris
5290,9/14/2007,1,ELECTRONICA,1600,40,15,11.75,1,1,http://www.j-archive.com/media/2007-09-14_DJ_21.jpg,"(Alex Trebek delivers the clue from Sony Headquarters in Tokyo, Japan) Most DVD players use a red light laser; to show true HD movies, however, this player uses a laser of this color, which has a shorter wavelength",blue
4389,10/9/2003,0,POLITICALLY INCORRECT SONGS,600,26,4,7.36,1,0,,"""Some get a kick from"" this, a Cole Porter song says, ""I'm sure that if I had even one sniff it would bore me terrific'ly too""",cocaine
4622,10/12/2004,1,STYLE,800,16,6,10.35,2,0,,The sarong that Edith Head designed for this star in 1936 was widely copied for beachwear,Dorothy Lamour
4272,3/11/2003,1,THE INTERNATIONAL SPACE STATION,1200,26,10,10.57,1,0,,"(Cheryl of the Clue Crew reports from the Johnson Space Center in Houston.)  This Asian country's first manned space facility is Kibo, which means ""hope""",Japan
4032,2/26/2002,0,MOVING,400,40,11,9.25,2,1,http://www.j-archive.com/media/2002-02-26_J_27.jpg,"(Jimmy of the Clue Crew moves two heavy boxes with a little help.)  It's the item I'm using in my move, also old-time slang for the type of woman I'd like to say ""hello"" to next door",a dolly
5070,9/29/2006,0,IT'S A MONARCHY,600,3,3,19.58,1,0,,"Singapore, Indonesia, Malaysia",Malaysia
5981,9/20/2010,1,WOMEN: WRITE ON!,400,15,6,10.7,3,0,,"Sadly, she died in Boston in 1888, just 2 days after her transcendentalist father Bronson",Louisa May Alcott
6060,1/7/2011,1,BORN TO RUN,1600,12,7,14.23,3,0,,"This president's son & grandson were Ohio senators; a great-grandson, Ohio's governor",William Howard Taft
5026,6/19/2006,1,NOVELS,1600,14,8,13.35,2,0,,"This title foundling's foster father, Squire Allworthy, is later revealed to be his uncle",Tom Jones
4787,5/31/2005,0,"'ALLO, GOVERNOR!",400,4,4,19.62,1,0,,"Calvin Coolidge, Michael Dukakis",Massachusetts
5122,12/12/2006,1,"""OX"" MARKS THE SPOT",2000,16,5,9.36,1,0,,"""Incident""ly, it's a U-shaped piece of wood placed around the neck of a beast of burden",oxbow
5259,6/21/2007,0,"""RU"" SURE?",1000,5,2,10.2,2,0,,"Xavier Cugat was its ""king""",the rumba
5098,11/8/2006,0,NEW YORK ARCHITECTURE,800,18,5,9.12,2,0,,Frank Lloyd Wright intended for visitors to begin at the top & move downward through this art museum,the Guggenheim
5234,5/17/2007,1,"A ""MAN""LY CATEGORY",800,13,6,11.57,1,0,,This half-pear-shaped member of the Lute family is often played with tremolo strumming,mandolin
4950,3/3/2006,0,"""N"" THE BEGINNING",800,19,8,11.55,2,0,,"Its ""Image Awards"" go to those who contribute positive images of people of color in film, TV & theater",the NAACP
5018,6/7/2006,1,THE MODERN ARMY,400,42,12,9.79,2,1,"http://www.j-archive.com/media/2006-06-07_DJ_26.jpg, http://www.j-archive.com/media/2006-06-07_DJ_26a.jpg","(Sarah of the Clue Crew walks among some soldiers standing at ease at Fort Huachuca, AZ.)  For camouflage, the new combat uniform combines green for forest fighting, brown for desert & gray for this type of place",urban (city)
4200,11/29/2002,0,THE GOLF CHANNEL,600,19,8,11.91,1,0,,"The Golf Channel website offers online lessons in downswing, impact & this next & final stage of the swing",follow-through
4678,12/29/2004,0,THE CALENDAR,1000,12,3,8.18,1,0,,Number of days into the year on which you hit Groundhog Day,33
5560,11/7/2008,0,ELVIS A TO Z,1000,24,9,10.75,3,0,,"""P"" is for this manager who sold Elvis' entire music catalog to RCA in 1973 for about 5 million, far below its market value",Colonel (Tom) Parker
4774,5/12/2005,0,GOVERNMENT & POLITICS,1000,14,6,11.1,2,0,,He's Masachusetts' governor; his father served as the governor of Michigan in the '60s,Mitt Romney
5005,5/19/2006,0,NOVEL PICTURE PUZZLES,600,10,2,7.98,3,1,http://www.j-archive.com/media/2006-05-19_J_04.jpg,This novel was sent to sinners in 1850,The Scarlet Letter
5316,10/22/2007,0,FAMOUS HUMANITARIANS,200,20,8,10.94,2,0,,"In 1853 she became head of London's Harley Street Nursing Home; a year later, she shipped out to Scutari, Turkey",Florence Nightingale
5004,5/18/2006,1,SAMS OF THE CINEMA,800,18,8,11.91,2,0,,"This director of the ""Spider-Man"" movies has also acted in films like ""The Hudsucker Proxy"" & ""The Flintstones""",Sam Raimi
5025,6/16/2006,0,FIRST BORN,400,6,6,19.72,2,0,,"Giuseppe Verdi, Wolfgang Mozart, Nikolai Rimsky-Korsakov",Wolfgang Mozart
4310,5/2/2003,0,ROCK & ROLL HALL OF FAMERS,400,13,2,6.71,2,0,,"""(Sittin' on) the Dock of the Bay"" was his only No. 1 hit",Otis Redding
4841,10/3/2005,0,COLLEGES & UNIVERSITIES,600,17,4,7.77,2,0,,"Seton Hill University is in Greensburg, Penn.; Seton Hall University is in South Orange in this state",New Jersey
