,Show,AirDate,Round,Category,Value,qLength,qHardWords,qDaleChall,aLength,hasMedia,mediaLink,Question,Answer
43320,5976,9/13/2010,Double Jeopardy!,IN THE SKY,400,14,6,11.1,1,False,,"On May 9, 1921 this ""letter-perfect"" airline opened its first passenger office in Amsterdam",KLM
13190,4663,12/8/2004,Double Jeopardy!,I HEAR A SYMPHONY,1200,9,4,11.1,1,False,,"Beethoven's 6th isn't called the ""Bucolic"" symphony, but this",Pastoral
7817,4642,11/9/2004,Double Jeopardy!,GRANADA,400,12,7,14.23,2,False,,"The Province of Granada borders Malaga, Murcia & this body of water",the Mediterranean
10860,6070,1/21/2011,Jeopardy!,ALL THINGS CONSIDERED,800,22,4,7.6,1,False,,One birthstone of the last month of the year is this 6-letter gem that starts with the last letter of the alphabet,zircon
88139,4611,9/27/2004,Jeopardy!,MULTIPLE TONY WINNERS,1000,16,4,8.84,2,False,,Her mom won a special Oscar & a Tony; she won 3 Tonys & an Oscar,Liza Minnelli
29305,5138,1/3/2007,Double Jeopardy!,WHO'S YOUR DADDY?,400,2,2,19.53,2,False,,Emilio Estevez,Martin Sheen
106629,6217,10/4/2011,Jeopardy!,THE STAN LEE CUP,600,15,7,12.23,2,False,,"Incredible!  This plus-size Lee hero was originally gray, but printing troubles turned him green",the Hulk
5336,5530,9/26/2008,Double Jeopardy!,AN ABBREVIATED CATEGORY,800,4,2,11.73,4,False,,On party invitations: BYOB,bring your own booze
71374,6190,7/8/2011,Double Jeopardy!,3-LETTER VERBS,400,4,1,7.78,1,False,,Tell a little lie,fib
39040,6026,11/22/2010,Jeopardy!,WORD PUZZLES,1000,5,3,19.58,1,True,http://www.j-archive.com/media/2010-11-22_J_26.jpg,Formidable feudal firearm,crossbow
17456,5708,6/3/2009,Double Jeopardy!,OLD HAT,400,23,6,9.35,2,True,"http://www.j-archive.com/media/2009-06-03_DJ_09a.jpg, http://www.j-archive.com/media/2009-06-03_DJ_09.jpg","Is there a cake under her hat?  No, probably just poofy hair on this regal 18th-century fashion plate",Marie Antoinette
30912,5826,1/4/2010,Jeopardy!,BRITISH HISTORY DATEBOOK,200,11,3,8.49,2,False,,"January 20, 1265: This political body meets for the first time",the Parliament
60109,5747,9/15/2009,Double Jeopardy!,FICTION PULITZERS,2000,13,3,7.93,3,False,,"Oscar Hijuelos got a Pulitzer for these ""Kings"" who ""play songs of love""",The Mambo Kings
47417,5865,2/26/2010,Jeopardy!,PRESIDENTIAL LAST NAMES,400,7,5,16.94,1,False,,Actor Samuel L. & country singer Alan,Jackson
108631,4853,10/19/2005,Double Jeopardy!,WORLD WAR I,2000,19,9,12.42,2,False,,This controversial Army officer led the air operations of the AEF & flew many missions deep into enemy territory,(Billy) Mitchell
21580,5425,3/21/2008,Double Jeopardy!,NOTORIOUS,1200,20,4,7.79,5,False,,It was no holiday for 6 of Bugs Moran's mob when they were cut down in this 1929 gangland slaughter,the St. Valentine's Day Massacre
4428,4146,9/16/2002,Double Jeopardy!,TV STARS,800,17,4,8.19,2,False,,"Coming to TV in 2002, this star of an Oscar-nominated movie was once known as Johnny Quasar",Jimmy Neutron
43500,4392,10/14/2003,Double Jeopardy!,"WELCOME BACK, QATAR",1200,10,4,10.45,1,False,,The ruler of Qatar is known by this 4-letter title,emir
38485,5074,10/5/2006,Double Jeopardy!,"LIGHTS, CAMERA, KIDS",800,18,3,7.16,2,False,,"This actor's band has appeared on ""So Little Time"" as well as on his show with Josh Peck",Drake Bell
83081,6170,6/10/2011,Double Jeopardy!,WORDS IN THE PREAMBLE,1600,17,5,9.12,1,False,,"One goal is to ""promote the general"" this, also a term for government aid to the needy",welfare
71815,4966,3/27/2006,Jeopardy!,ONOMATOPOEIA,800,17,3,7.27,2,False,,"You don't need to be crazy to know that this bird, Cuculus canorus, has an odd call",a cuckoo
72574,4286,3/31/2003,Jeopardy!,EUROPEAN CITIES,800,11,6,12.79,1,False,,"One of Norway's best-known resorts, it hosted the 1994 Winter Olympics",Lillehammer
106325,5929,5/27/2010,Double Jeopardy!,TOMBSTONE,1200,19,6,9.57,1,False,,"The grave of Primo Levi, author of ""Survival in"" this place, bears the number the Nazis gave him there",Auschwitz
40407,4730,3/11/2005,Jeopardy!,THE PEN,200,19,7,9.93,3,False,,"The inmates at this county's juvenile hall near USC Med. Center wrote the essays in Mark Salzman's ""True Notebooks""",Los Angeles County
51534,5536,10/6/2008,Jeopardy!,WORLD RELIGION,1000,15,6,10.7,2,False,,"As you might expect, this influential Christian mystical thinker was born in Sweden, in 1688",(Emanuel) Swedenborg
3506,5307,10/9/2007,Jeopardy!,AMERICANA,200,18,6,9.79,3,False,,"On July 8, 1776 it was rung to proclaim the first public reading of the Declaration of Independence",the Liberty Bell
42764,5277,7/17/2007,Double Jeopardy!,SPORTS TEENS,1200,18,6,9.35,2,False,,"A 9-time U.S. figure skating champ, this Asian-American was an alternate to the 1994 Olympics as a 13-year-old",Michelle Kwan
86127,5809,12/10/2009,Double Jeopardy!,PITCHING THE PERFECT GAME,2000,14,6,11.1,2,False,,"This ""Husky"" White Sox lefty was perfect against Tampa Bay on July 23, 2009",Mark Buehrle
90948,4780,5/20/2005,Jeopardy!,"TIME FOR A ""CON""TEST",400,20,4,7.9,3,False,,Food cooks quicker & more evenly in this type of oven that has a fan to circulate the hot air,a convection oven
107355,5356,12/17/2007,Jeopardy!,THE MOST POPULOUS NATION,400,3,3,19.58,1,False,,"Israel, Lebanon, Syria",Syria
82032,5902,4/20/2010,Jeopardy!,NATIVE AMERICANS,400,19,7,10.4,2,False,,"Originally called Curly, this ""mad"" guy was the battlefield leader during the Sioux Wars of resistance in the 1870s",Crazy Horse
111869,5830,1/8/2010,Jeopardy!,"""G""-5",200,8,2,7.98,1,False,,It's the third letter of the Greek alphabet,gamma
85533,5099,11/9/2006,Jeopardy!,STAN THE CONTRACTOR,600,15,3,7.71,1,False,,"Stan can give you the mansard, gable & flat types of this for the house",roofs
85427,4616,10/4/2004,Jeopardy!,CHAT ROOM LINGO,800,10,4,10.45,1,False,,"""CD-ROM"" also stands for ""consumer device rendered"" this ""in months""",obsolete
54073,4570,6/18/2004,Double Jeopardy!,BEN & JENNIFER FILMS,400,6,3,13.36,1,False,,2003: Ben Affleck & Jennifer Lopez,Gigli
75959,4144,9/12/2002,Jeopardy!,2001,600,18,5,9.12,6,False,,"Flights in & out of Puerto Rico were canceled July 29, due to one of these in Montserrat",a volcanic eruption (or volcanic explosion)
98714,6218,10/5/2011,Jeopardy!,SPORTS VENUES,400,17,7,10.98,2,False,,"Prior to becoming the New England Patriots, the Boston Patriots played their home games at this ballpark",Fenway Park
68253,5769,10/15/2009,Jeopardy!,AMERICAN HISTORY,400,18,8,11.55,2,False,,"This term for a mechanical device can also be an organization running city politics, like NYC's Tammany Hall",a machine
33594,6184,6/30/2011,Double Jeopardy!,FRENCH CROSSWORD CLUES,400,6,0,0.25,3,False,,"Pen name (3 , 2, 5)",nom de plume
103428,4259,2/20/2003,Double Jeopardy!,"PASS THE ""P""s, PLEASE",2000,22,5,8.32,5,False,,"1 of the 2 men usually credited with the Bunker Hill quote ""Don't fire until you see the whites of their eyes""",William Prescott or Israel Putnam
80796,5095,11/3/2006,Jeopardy!,CONTROVERSIAL SPORTS CELEBS,600,20,6,9.57,2,False,,"After the death of Cus D'Amato & the end of his marriage to Robin Givens, he spent time in prison",Mike Tyson
55291,4399,10/23/2003,Double Jeopardy!,NAME THE FOE,400,2,2,19.53,2,False,,Simon Bolivar,the Spanish
5397,4738,3/23/2005,Double Jeopardy!,ROUGH POLITICS,1200,19,7,10.4,2,False,,"A N.Y. coroner's inquest came to a finding of murder by this man, Vice President of the United States",Aaron Burr
7610,4530,4/23/2004,Double Jeopardy!,FEELINGS,2000,15,4,8.59,2,False,,"Emmett Kelly's Weary Willie is this type of clown; it's also a type of ""sack""",sad sack
34337,5823,12/30/2009,Double Jeopardy!,SUPER 8,1600,17,5,8.97,3,False,,"Eric Sevareid & Howard K. Smith were 2 of the 8 newsmen known as this reporter's ""Boys""",Edward R. Murrow
61937,4961,3/20/2006,Jeopardy!,"HERE COMES THE ""SUN""",600,12,5,10.81,3,False,,Describes an egg fried without breaking the yolk or being turned over,sunny side up
94604,6117,3/29/2011,Jeopardy!,THE M16,200,14,4,8.84,2,False,,"Technically, an M16 isn't really a machine gun, but an automatic one of these",a rifle
113488,5369,1/3/2008,Jeopardy!,COUNTRY COOKBOOKS,1000,17,9,12.84,2,False,,"There's a recipe for Butcher Holler possum in ""You're Cookin' It Country"" by this country music queen",Loretta Lynn
65303,4459,1/15/2004,Double Jeopardy!,"ALL ""DE"" PEOPLE",1600,16,9,13.31,3,False,,"While assistant vice-consul in Egypt, this French diplomat began planning the construction of the Suez Canal",Ferdinand de Lesseps
66235,4172,10/22/2002,Jeopardy!,TEST YOUR SHORT TERM MEMORY,400,10,4,10.45,1,False,,It's the short term for the diving hazard decompression sickness,bends
44634,4846,10/10/2005,Double Jeopardy!,TV DINNERS,1600,14,6,11.1,2,False,,Hilary Duff had a nightmare about working at the Burger Planet on this show,Lizzie McGuire
4280,5467,5/20/2008,Jeopardy!,ON THE STAGE,200,19,8,11.23,1,False,,"Title of a Jonathan Larson musical, or what the East Village residents in it have trouble coming up with",Rent
79904,6290,1/13/2012,Jeopardy!,STATE LICENSE PLATE SLOGANS,800,4,1,7.78,1,False,,"""Greatest Snow On Earth""",Utah
50868,5085,10/20/2006,Double Jeopardy!,"""B"" ACTORS",400,14,5,9.97,2,False,,"Over a 20-year period, he played vigilante Paul Kersey in 5 ""Death Wish"" movies",Charles Bronson
6595,5279,7/19/2007,Double Jeopardy!,NAME THAT PLANET,2000,9,4,11.1,1,False,,"With Pluto demoted, this is now the outermost planet",Neptune
40941,4502,3/16/2004,Double Jeopardy!,FEMINISM,400,13,5,10.35,2,False,,In 1970 San Diego State established the first of many departments called this,women's studies
20689,4887,12/6/2005,Jeopardy!,"HARD ""BALL""",200,19,8,11.23,2,False,,"A system in which eligible people vote, or the physical piece of paper itself used to record each vote",a ballot
1813,5084,10/19/2006,Jeopardy!,SATURDAY,600,15,5,9.64,3,False,,"Established in 1875, this Louisville event is run annually on the first Saturday in May",the Kentucky Derby
81467,6257,11/29/2011,Jeopardy!,#NAME?,400,14,5,10.35,1,False,,Physical & cultural are 2 of the main branches of this study of mankind,anthropology
47221,6265,12/9/2011,Double Jeopardy!,BOTTLES OF WATER,1200,16,9,13.31,1,False,,Calistoga Water calls itself the original mineral water of this California valley better known for wine,Napa
3873,4667,12/14/2004,Double Jeopardy!,"""E"" CHANNEL",1600,15,5,9.64,2,False,,"In 1974 Spokane's Cannon Island was the site of this, which featured an environmental theme",an expo
336,4107,6/11/2002,Jeopardy!,ROCK WITH YOU,200,21,6,9.57,3,False,,"This Jackson 5 (& later Mariah Carey) hit begins, ""You & I must make a pact, we must bring salvation back...""","""I'll Be There"""
81117,4811,7/4/2005,Double Jeopardy!,'60s POP MUSIC,2000,20,7,10.67,3,False,,"After this group's first album, both Denny Laine & Clint Warwick left; Justin Hayward & John Lodge filled the void",The Moody Blues
58295,5216,4/23/2007,Jeopardy!,THE ROARING '20s,800,23,4,7.52,2,False,,In 1923 Luis Firpo knocked this heavyweight champ out of the ring in the first round but was KO'd in the second round,(Jack) Dempsey
53825,5029,6/22/2006,Jeopardy!,"""U"" KNOW YOU KNOW",400,19,5,8.73,2,False,,"This character told the tales of plantation life that became the basis of the movie ""Song of the South""",Uncle Remus
446,4335,6/6/2003,Jeopardy!,WEATHER WORLD,200,15,6,10.7,1,False,,"Libya's arid climate is made worse by the ghibli, a crop-destroying wind from this desert",Sahara
90327,5870,3/5/2010,Jeopardy!,FEMALE SINGERS,400,12,4,9.92,2,False,,"""The Emancipation of Mimi"" & ""E=MC2 are albums from this multi-octave gal",Mariah Carey
6569,5279,7/19/2007,Jeopardy!,CELEBS,1000,15,6,10.7,2,False,,"Catch the ""Pheever"" for ""Over It"", the first single from her 2007 self-titled debut album",Katharine McPhee
85735,5515,7/25/2008,Double Jeopardy!,GREEK ALPHABET SOUP,2000,12,5,10.81,2,False,,"Found in blood serum, they contain the antibodies of the immune system",gamma globulins
81489,6257,11/29/2011,Double Jeopardy!,'90s NOVELS,400,20,7,10.16,2,False,,"In this author's ""Debt of Honor"", Jack Ryan comes out of retirement to serve as the new National Security Advisor",Tom Clancy
115407,4520,4/9/2004,Double Jeopardy!,"""R""",800,11,4,9.92,1,False,,"This word for an unruly mob is often followed by ""-rousing""",rabble
68434,4604,9/16/2004,Jeopardy!,SPORTS STARS,1000,17,4,7.77,5,False,,"In 1947 a team from Wiliamsport, Pa. won the very first edition of this youth sports championship",the Little League World Series
73979,5564,11/13/2008,Jeopardy!,YOU CAN QUOTE ME ON THAT,400,15,3,7.54,2,False,,"In 1901 he advised, ""Speak softly and carry a big stick; you will go far""",Teddy Roosevelt
110204,6252,11/22/2011,Double Jeopardy!,IS A DANGEROUS THING,800,15,6,10.7,2,False,,"In the Andes Mountains of Peru in January 1962, one of these destroyed 6 villages",an avalanche
104548,6262,12/6/2011,Jeopardy!,THE STORY OF O,200,17,6,10.05,2,False,,The letter O is derived from a letter of the Phoenician alphabet named for this sense organ,the eye
98663,4722,3/1/2005,Jeopardy!,GO JUMP IN A GREAT LAKE!,600,16,5,9.36,1,False,,"Named for the region's Indians, this second-largest Great Lake was the first one seen by Europeans",Huron
69847,4181,11/4/2002,Double Jeopardy!,CRUSADER,400,22,10,11.9,1,False,,"Pope Urban II said anyone going to liberate this city for devotion alone, not booty, can do it instead of any penance",Jerusalem
30294,4274,3/13/2003,Jeopardy!,GIRL SCOUT BADGES,200,12,2,6.86,1,False,,"Some old badges have new names; this science is now ""Rocks Rock""",geology
7497,4348,6/25/2003,Double Jeopardy!,THE GRIZZLIES,2000,16,3,7.39,1,False,,"Seen here, a grizzly bear prepares to feed on this fish, a staple of its diet",salmon
101112,4848,10/12/2005,Double Jeopardy!,GOING GLOBAL,1600,18,6,10.05,1,False,,Much of the western part of this country is covered by the Great Sandy & Great Victoria Deserts,Australia
16692,4802,6/21/2005,Jeopardy!,HISTORIC GREETING CARDS,400,27,6,8.33,2,True,http://www.j-archive.com/media/2005-06-21_J_27.jpg,"This mobster got a card from wife Mae:  Sweetheart,  I'm glad your mind is on love instead of business. Happy Valentine's Day '29!",Al Capone
48141,5863,2/24/2010,Jeopardy!,WHEN WE WERE KINGS,400,5,0,0.25,2,False,,"1643 to 1715, in France",Louis XIV
96772,4904,12/29/2005,Jeopardy!,MAGAZINES,600,16,9,13.85,3,False,,"Founded in 1846, this magazine with an urban/rural title covers tastes in fashion, travel & antiques",Town & Country
79495,5125,12/15/2006,Double Jeopardy!,THE FALL,2000,24,6,8.18,2,False,,"In the 10 years before a loss to Rulon Gardner at the Olympics, no one had scored a point vs. this sport's A. Karelin",Greco-Roman wrestling
38495,5074,10/5/2006,Double Jeopardy!,7-LETTER WORDS,1200,12,5,10.81,1,False,,"Not aligned with any side or position in a controversy, like Switzerland",neutral
64686,4350,6/27/2003,Double Jeopardy!,NURSERY RHYME TIME,1600,13,5,10.35,2,False,,"Hey diddle diddle, it's the spoon's desire for something to run away with",dish wish
51593,5256,6/18/2007,Jeopardy!,RADIO CITIES,1000,19,7,10.4,1,False,,"The 100,000-watt voice of Georgia State University, WRAS in this city is the most powerful all-student-run U.S. radio station",Atlanta
85157,5196,3/26/2007,Double Jeopardy!,LET'S GET BIBLICAL,400,18,6,9.79,1,False,,"In the book of Joshua, this city is defeated when its walls fall down after trumpets are sounded",Jericho
99953,5607,1/13/2009,Jeopardy!,TEXT MESSAGING,400,13,2,6.71,3,False,,"""CYT"" means this, regarding the next time I'll grace you with my visage",see you tomorrow
89958,4538,5/5/2004,Double Jeopardy!,BOARD GAMES,400,23,3,6.84,1,False,,"It's the board game in which you could be ordered to ""Go directly to jail, do not pass go, do not collect 200""",Monopoly
39819,5235,5/18/2007,Jeopardy!,THE SNAIL,1000,20,4,7.9,1,False,,"Both the squid & the snail are members of this animal phylum whose name is from the Latin for ""soft""",mollusks
71873,4773,5/11/2005,Jeopardy!,50 WAYS TO LEAVE YOUR LOVER,1000,20,7,9.66,2,False,,"Hopefully for him, this controversial author won't need a fifth way after marrying wife No. 4, Padma Lakshmi, in 2004",(Salman) Rushdie
20056,5595,12/26/2008,Double Jeopardy!,THE OLD REALTOR'S ALMANAC,1600,18,7,10.67,1,False,,"A handy chart shows the sale prices of similar homes in the area, known by this one-syllable term",comps
52959,5187,3/13/2007,Double Jeopardy!,HISTORIC AMERICA,1200,19,7,10.4,1,False,,"You'll find the Amelia Earhart Birthplace Museum in this Kansas town, the first name in a famous railroad trio",Atchison
95023,5219,4/26/2007,Jeopardy!,HIGHWAYS & BYWAYS,800,15,1,5.43,3,False,,"The PCH, which stands for this, runs from near San Juan Capistranoto near El Rio",Pacific Coast Highway
117107,6011,11/1/2010,Double Jeopardy!,FRONTWORDS & BACKWORDS,1200,17,4,8.19,1,False,,"This type of container can hold ale or mead; turn it around, it's a mouth part indeed",mug/gum
87058,5782,11/3/2009,Jeopardy!,DANGEROUS PLANET,600,14,8,13.35,1,False,,"During monsoon season in 1998, this devastated Bangladesh for weeks, marooning thousands on rooftops",flooding
83839,4801,6/20/2005,Jeopardy!,NOTABLE NAMES,800,19,8,11.23,2,False,,"During the Civil War, this American painter known for his seascapes made drawings at the front for Harper's Weekly",Winslow Homer
34993,5990,10/1/2010,Double Jeopardy!,OUT GROWTHS,400,8,1,6.01,2,False,,"A fracture, or a pause in your work",a break
68677,5217,4/24/2007,Double Jeopardy!,NCAA TEAM NAME'S THE SAME,1200,6,3,11.83,2,False,,"University of Connecticut, University of Washington",the Huskies
85893,4557,6/1/2004,Double Jeopardy!,SOMEDAY MY PRINCE WILL COME,1200,15,4,8.59,1,False,,In the 1240s David ap Llywelyn was the first to declare himself prince of this,Wales
45070,6279,12/29/2011,Double Jeopardy!,DAYLIGHT COME,1200,23,6,10.05,2,True,"http://www.j-archive.com/media/2011-12-29_DJ_18.jpg, http://www.j-archive.com/media/2011-12-29_DJ_18a.jpg","Daylight comes, & it's time for this mix of martial arts & exercise, whose name means ""supreme ultimate fist""",tai chi
26459,4312,5/6/2003,Double Jeopardy!,TRIPLE RHYME TIME,1600,6,4,14.46,3,False,,To suffocate an additional male sibling,smother another brother
81231,5952,6/29/2010,Jeopardy!,NOTRE DAME,200,11,4,9.92,2,False,,Paris' Notre Dame Cathedral stands on an island in this river,the Seine
